Tweet,Target,Stance
joebiden democratsarecorrupt maga kag ukraine excellent amp found info amp amp arrested,Joe Biden,1
joe biden saying bingo demdebate bingo card democraticdebate,Joe Biden,0
wow castro lost respect rude disrespectful ageist remark toward need nasty remark dem debate party better democraticdebate maddow inners lastword,Joe Biden,1
support putin want ukrainian weapon fight back biden family corrupt want stay hidden putinspuppet,Joe Biden,0
thank personal attention mccain child eulogy today,Joe Biden,1
bring pillow provided joe make kind sleepy,Joe Biden,0
true amazing intention run biden choice made year ago also make bad choice attorney general democraticdebate2020 democraticdebate,Joe Biden,1
fuck anyone vote biden right anyone vote right shit keep happening,Joe Biden,0
want people think influenced promote super pac us funnel donor consultant firm laugh read another grifter amp friend dworkin interview wscott amjoy,Joe Biden,0
actually trying president yous start war votebluetosaveamerica2020 biden,Joe Biden,1
great job explaining fairandexpedianttrial criticaljustthefactsmaam joefriday said4weeksfacts know plain sight per househearings dems answered republicansobjections one one senateimpeachment,Joe Biden,1
typical democrat play accuse side guilty case joe biden withholding aid ukraine stop investigation disgraced joe amp hunter biden release obamas phone transcript never mind crime caught open mic,Joe Biden,0
biden confirms sacrifice thousand bluecollar job greener economy needed say loser,Joe Biden,0
joe biden sexual predator would think twice publicly molesting kid obama knew chose vp,Joe Biden,0
welcome team keep getting stronger proud part joebiden,Joe Biden,1
watching replay democraticdebate joe biden seems spectacularly well someone supposedly dementia,Joe Biden,1
reminder past real thing people votebluenomatterwho2020 biden,Joe Biden,1
nice stay classy afraid beating biden take,Joe Biden,0
join biden later today tie dying merril park concord fitn,Joe Biden,1
kentucky 2020 election referendum elaine chao secretary transportation mitch mcconnell second wife vote amy mcgrath senate joe biden president coronavirus election2020,Joe Biden,1
really pick kamalaharrisforvp namely bc endorsed long warren would lot prove black joebiden really remember black saved election bid asianamericans poc also benefit,Joe Biden,1
lean conservative issue biden hit homerun make america great,Joe Biden,1
watched former governor terry mcauliffe cnn analyst endorse joe biden last supertuesday medium manipulation democrat leadership give shit joe biden give shit free advertising billionaire run america,Joe Biden,0
must get madman whitehouse president history corrupt administration rogue gallery tolerate,Joe Biden,1
people gaining ridiculous thing race ridiculous making much win primary actually liked cory booker longer gang banger bother much maybe two thin skined president,Joe Biden,0
across country woman awakening fight sexual violence join former vp founder making metoo mentoo saam mcm mondaymotivation,Joe Biden,1
anybody believe question democrat lieing black community year know joe full,Joe Biden,0
bidens u 500000 recharging station fully electrical vehicle future take car trip every 300 mile get stop 312 hour recharge bidens u long take drive 1k mile fossilfuel needed make battery climate,Joe Biden,0
biden accuser tara reade lost total respect cn anderson cooper asking former vp exclusive woman accused joebiden sexual assault 1990s disappointed cnn andersoncooper failed ask presumptive democratic presidential nominee allegation,Joe Biden,0
biden run hide metoo applies joe joehiden hiding,Joe Biden,0
point going believe filthy rumor joe truly done anything wronganything illicit illegalit would come eight year served vp obama r toady fling mud like joebiden,Joe Biden,1
folk running president tell know like actually something talkin biden done woman war minority combine candidate stage democraticdebate,Joe Biden,0
closed border anyone even called racist xenophobic true leadership joebiden office would allowed virus destroy u politically correct sound like trudeau guy wuhanvirus,Joe Biden,0
several state including colorado already consequence higher voting rate universal voting scare people vote win 2020elections votejoe votebymail2020 votebluetosaveamerica2020 joebiden,Joe Biden,1
joe bidens paid speech buoyed gop midwest battleground cool need dems congress amp speech caused dem lose dontrun,Joe Biden,0
congressman vicente gonzalez texas democrat endorsed julin castro president back march rescinding support publicly backing joe biden gonzalez made announcement cnns jake tapper mo election2020,Joe Biden,1
biden also dropped couple classed raciallyinsensitive remark undocumented peoplehe referred woman undocumented democraticdebate,Joe Biden,0
period technological change like seen today lead people blame unknown,Joe Biden,1
bidens finished people come forward five 5 people confirm true sleepy joe groper biden dems,Joe Biden,0
seems like could shoot someone dead right whitehouse rosegarden get away care 5th ave care constitution byebyegop impeachedforever gop dnc dnc democracy go,Joe Biden,1
pleaseannounce candidacy next presidential election joe biden continued support course vote,Joe Biden,1
ok twitter r week quarter final probably checking social biden,Joe Biden,1
he coherent answer question repeating sound bite reply people maybe he always way know behavior look age related smh biden,Joe Biden,0
support joe jokingly call gov cuomo president andrew still time draft dnc,Joe Biden,1
thank running president united state american keep work think kamala harris vice president,Joe Biden,1
74 former biden staffer think tara reades allegation pb newshour victim sexualassault tell detail 45 year later tarareade ibelievejoe,Joe Biden,1
get dirt get truth inconvenient corruptness apparently committed former dem vice president seem totally investigating biden amp son may compromised honesty relation usa amp ukraine,Joe Biden,0
joebiden ally float scaling back event limit gaffe considering admission bad candidate white man get away biden,Joe Biden,0
tre45on dangerous evil crazy violent menace cult need end vote madman restore normal calm leadership crawl glass vote joe ballot d teambiden votejoe,Joe Biden,1
uncle likely sexually assaulted tara claim never happened cuz 80yrs dementia patient remember something happened 27 year ago say every man createdyou know thing bidenhasdementia democrats2020,Joe Biden,0
really weird hear joebiden say stuff mouth hell body opponent announcement candidacy like chill dude getting started,Joe Biden,0
butt hurt think would said best people right joe hypocrite flipthehousered,Joe Biden,0
sir kindly something hardworking middle class people backbone country biden,Joe Biden,1
joe chance mess bho left appears engaged corrupt self dealing go away biden,Joe Biden,0
523 sat 230p edt michigan biden training attending joe biden president event macomboakland virtual organizing training sign join gojoe2020 demcast demcastmi,Joe Biden,1
read last night biden 6 point lead one contested state love exactly said neverhillary point know got as kicked dontbelievemsmpollinglies,Joe Biden,0
never heard demorat party condemn thousand rioter amp looter street spreading whuhan virus,Joe Biden,0
fierce debate tonight fun wow held also amp good night demdebate wrapped looking forward next democraticdebate september election2020,Joe Biden,1
still need elizabeth warren need integrity ability get shit done elizabethwarren warrencoronavirusplan shesgotaplanforthat elizabethwarren weneedwarren neverthelessshepersisted itstimeforwomentolead warrenbiden,Joe Biden,1
move forward get progressive medium hold round table town hall put joint statement support ventura2020 enough talking biden pelosi dnc done activate base support berner2ventura2020,Joe Biden,0
biden guess saying go damned damned least medium seem think,Joe Biden,1
know served together trust amp believe behavior wrong yes unforgivable narrow window state clearly wrong show learned amp vow better failing would unforgivable,Joe Biden,0
promise restore soul america late pitch democraticdebate,Joe Biden,1
uncle joe griping gurls vp high school want investigation fit,Joe Biden,0
question probably also threatening beat people lol crazyjoebiden,Joe Biden,0
glad least someone see creepy joe pedo creepyjoethepedo,Joe Biden,0
mrpresident wake get work much done joebiden,Joe Biden,1
forgot mention like oreo funny mention totally different inside outside got thinking biden two faced lying pony soldier look decent outside know lost inside,Joe Biden,0
literally everyone ok literally everyone lol meant would like fuck joe biden line make wonder everyone thread joebiden unmitigated gall opining vp choice,Joe Biden,0
lifelong republican endorse joebiden potus biden international embarrassment demonstrate malignant narcissism surround wadvisers competence expertise amp wisdom endless parade disposable lackey,Joe Biden,1
biden also name warren vp adjust policy progressive agenda get support progressive base party,Joe Biden,0
23 23 23 number sexual assualt victim would take dem cultist switch endorsed rapist come biden handful left go get start sniffing hair bluemaga metoounlessitsbiden,Joe Biden,0
passed test already two election many complaining voted obama,Joe Biden,1
joebiden trust son knock hooker smoke crack run child support payment deny paternity solicit bribe political influence selling scheme ukrainian oil gas board accept bribe chinese government miss anything,Joe Biden,0
none end bow take knitting old white guy charge,Joe Biden,0
icymi former vice president spoke temple last week spring speaker,Joe Biden,1
liberal white folk stop dismissing hurt anger solid voting block lose lose black vote lose stop ignoring pain respect u racism thursdaythoughts joebiden respect,Joe Biden,1
joe full shit always biden never nothing political hack used political clout enrich family entire political career joebiden,Joe Biden,0
1 talking head like biden taking credit obama amp work,Joe Biden,0
remember thinking like 20 john lennon said trust anyone 30 got educated 50 year life experience realize nancy right want win 2020 joebiden,Joe Biden,1
one office opening end weekend thanks coming help biden open new dig reno,Joe Biden,1
together make difference proud working expand access cancer treatment amp prevention using projectecho model help partner bristolmyers squibb foundation bidencancersummit cancerfierce ruralhealth,Joe Biden,1
da ticket centrist liberal gopdemocrats copretzeldentes coup joebidenelizabethwarrenhillaryclintonblumenthal regime change usa tried rest try worst delivered compliment dnc election rigging,Joe Biden,0
pelosi call removal confederate statue silent father dedicating one mayor democrat lotsofskeletons pelosi hid lee statue basement house congress,Joe Biden,0
sure elected vp kamala harrisjoe biden ticket,Joe Biden,1
ringing new year ringing doorbell getting folk fired vote charleston,Joe Biden,1
biden need honest american people obama president since herbert hoover never reach 3 gdp creepy joe stop trying take credit booming economy,Joe Biden,0
unfortunately joe also decided stand american people action speak louder word,Joe Biden,0
vp african american woman intimate knowledge law enforcement battleground state uniquely qualified vp moment history help vp biden bring home november valdemingsforvp vpvaldemings voteblue blm,Joe Biden,1
putting jared kushner charge utter madness hey hunterbiden guy see jaredkushner,Joe Biden,1
sorry joe dreg voting red opinion good government allowing socialism obummer let job go told plp day earning living working hard trying squash middle class homelessness need end increase go awayjoe,Joe Biden,0
illegals voting joe care much democracy support voter id another2020loser,Joe Biden,0
think going stray law adhering logical irrational joebiden,Joe Biden,1
sorry false choice vote biden vote war progressive smear u wanting medicare solution climate crisis vote consent,Joe Biden,0
summer kamala harris joined cory booker asking joe biden apologize past segregation,Joe Biden,0
12232019 hunter biden subject criminal investigation involving burisma legal filing claim multiple criminal investigation regarding fraud money laundering counterfeiting scheme burisma,Joe Biden,0
yeah like say also retweet kitten photo dood yes joke implying msm holding biden get life dude,Joe Biden,0
holy shit confirmed running mate woman wow democraticdebate,Joe Biden,1
people still reporting inaccurate info leadership mainstream journalism law changed obamabiden turd juggler spewing elite agenda any1 lie wout defamation suite back zero ethic act,Joe Biden,1
love joe biden adage wrestle pig go back good joe biden thing,Joe Biden,1
biden know good guy know bad guy democraticdebate,Joe Biden,1
yes rise pettiness caused risen 70 year doubt going start joebiden,Joe Biden,0
shokin supposed investigating foreign aid money zlochevsky laundered burisma beating foot russia 2012 eu eurobank imf clamoring get as fired joe biden covering hunter,Joe Biden,0
seriously go democrat sound mind many x see embarrass care much let quit really prof howshallow theleft really point become elder abuse,Joe Biden,0
sign joe bidens birth chart see supertuesdayresults bloomberg wednesdaymotivation joebiden astrologyfacts astrology wednesdaymorning wednesdayvibes thefaithinourstars,Joe Biden,1
start laying budget harm american remember something said show budget tell value,Joe Biden,1
apple fall far tree hunter biden face paternity suit,Joe Biden,0
give scientist belief way give one belief another educated believe sell believe scientist government payroll one earn money maybe agenda,Joe Biden,0
worse christine odonnell practicing witch ran biden delaware senate seat leave aoc alone everything come mouth simply hysterical favor millennial stereotype whatever laughing hurt,Joe Biden,0
please run 2020 republican always rely joe p e r,Joe Biden,1
next thing tell joebiden concern son getting milliondollar job oligarch targeted anticorruption investigator two month kicked navy smell like textbook example bribery burisma ukraine,Joe Biden,0
sir year transform sort thing instead skimmed top set as slowjoe joebiden,Joe Biden,0
close city tell people something coming call death darkness rushing forward take bite wall oh nothing say breaking away listen fool mob rule mob rule always biden feelthebern,Joe Biden,0
need said come back 49ers leader joe,Joe Biden,1
would rather hitchhike biden donate money organization hillary associated stayhomesavelives,Joe Biden,0
democrat 2016 stand let u take back white house bluewave resist time challenge status quo democrat 2020 let u vote creepy moderate sure medical marijuana universal healthcare joebiden,Joe Biden,1
joe2020 ed rendell mention think mistake install frank rizzo statue gateway municipal service happened watch promised move two year ago monument policebrutality still joebiden,Joe Biden,1
joe biden right rebutting tara reades claim washington post ibelievebiden,Joe Biden,1
joebiden serial sexual harasser voted iraq war opposed desegregation appears dementia lie compulsively,Joe Biden,0
democrats2020 drop fall line behind biden dad term obviously apt description kayfabe,Joe Biden,0
beyond help country need voteblue2020,Joe Biden,1
joe biden son hunter go prison return million dollar got kickback,Joe Biden,0
joebiden interfered shokins corruption investigation burmismas owner shelved hunter became director,Joe Biden,0
joebiden year older look decade apart know,Joe Biden,0
watch impotus pressers really appropriate word campaign speech filled disinformation watch network still broadcast live give biden equal time,Joe Biden,1
ok biden put money siphoned ukraine amp china help,Joe Biden,0
thank service esp help backing 2020elections would happy see ticket cabinet,Joe Biden,1
endorses value experience make best person president welcome endorsement 2020dems,Joe Biden,1
really biden really actually voter id law prevent illegals voting come id law preventing minority poor accessing service people promote voter id country want illegals u able vote 4 dems,Joe Biden,0
ltltltltnot whisper well joebiden tends make look like liar,Joe Biden,0
also recently put medal w neck biden toast,Joe Biden,0
since joe biden support green new deal democraticdebate demdebate liarliar,Joe Biden,1
anyone saying biden please watch unwell unfit office saddening hard watch please enough video happening stutter clear mental deficiency,Joe Biden,0
anyone surprised biden lie paid attention himover career,Joe Biden,0
much respect would loved see vice president however support decision thankyouamyklobuchar,Joe Biden,1
biden actually stage video bragging threatened ukraine financially get prosecutor fired looking corrupt gas company paid biden jr 50k month even though 0 experience,Joe Biden,0
everyone forget president admitted russian interference virtually stealing election2016 amp held accountable amp likely keep blaming folk voting hillary amp wanting vote biden though election2020,Joe Biden,1
joebiden liar never bring change country running wall street funded wall street care wall street,Joe Biden,0
excited vote return competence decency experience excited vote someone value expertise equality science public service people live matter 2nd amendment wtf wrong joebiden,Joe Biden,1
omg another socialist tds people pathetic ignorant probably believe corrupt yet refuse investigation ukraine involvement russian collusion investigate amp make public democrat deleted email backup server,Joe Biden,0
refusal cave mob shaming giving speech republican exactly love guy politics aside,Joe Biden,1
trying save country joebiden take monster want running ruining country mitch got go need real leadership,Joe Biden,1
yo hook girl best u,Joe Biden,1
hey fam today one jasper malarkey kootas birthday show love wish happy birthday,Joe Biden,1
thank god joy hear speak obamawasbetterateverything biden,Joe Biden,1
dear joe please run think awesome time new blood please advise mentor democrat,Joe Biden,0
hope come help friend win thing florida november need floridagovernor flipthesenate 2018midterms,Joe Biden,1
president christian omoruyi delivered special remark recent news event glad participate ever need consummate leadership white house joebiden,Joe Biden,1
biden billionaire one standard living change nothing would fundamentally change,Joe Biden,0
joebiden democrat get play different rule course medium happily complies,Joe Biden,0
lmaooooo young joe biden coolest dude ever,Joe Biden,1
european union ambassador gordonsondlands testimony house representative impeachment inquiry generated several startling revelation including confirmation explicit quidproquo deal involving investigation joebiden,Joe Biden,0
found little tidbit ran president seen dishonest untrustworthy still racist voted desegregation yet video try make potus racist joebiden,Joe Biden,0
yet mitch mcconnell sacrificing least rewarded essential citizen country meet political end senate congress joebiden,Joe Biden,0
17 witness democrat doc house withheld schiff lied knowing fake wb wb tie joebiden,Joe Biden,0
biden last great white moderate democrat hope dnc clawing bottom barrel someonegivehimsoginkobiloba bet elizabethwarren nominee unless cankles hop real democrat party dream thrilluptheleg candidate michelle ohno,Joe Biden,0
tell happy waited put fing sticker car going biden,Joe Biden,0
corruption utter corruption fighting corruption good governance selfdefense patriotism,Joe Biden,0
hey dumb dumb taken biden race figure soon enough ukrainebiden corruption,Joe Biden,0
absolutely excited endorsing vice president bass said biden need somebody steady clearheaded focused nation election2020,Joe Biden,1
love two miss office epitome great leadership,Joe Biden,1
would huge yesterday read condi still support 45 afaik spoken anything 45 done said supported biden even go strong dem ticket 2020election,Joe Biden,1
dem said ok biden show great military say telling story get basically correct,Joe Biden,0
